stock_id,date,return,factor,market_value,industry
C,2020-01-10,-0.3682021375956078,0.8298353336783945,1086.7295331553428,Finance
D,2020-01-10,0.21632720411856554,0.9416823334062824,9051.223496053219,Finance
E,2020-01-10,-0.2105939070527989,0.3951838267867882,9023.171026611102,Energy
F,2020-01-10,-0.31680863799288317,0.9041310511984469,6278.64204667689,Energy
G,2020-01-10,0.08651293481008315,0.33508574267910995,4196.412197940792,Tech
H,2020-01-10,-0.47989245381250645,0.3245999991272911,2379.241032109746,Finance
I,2020-01-10,0.3289400292173631,0.9957326721950958,976.0052569801925,Energy
J,2020-01-10,-0.49530452380745293,0.9524104481773523,8059.994989169776,Tech
A,2020-01-11,0.1778165367962301,0.228618345971475,9667.530778577011,Tech
B,2020-01-11,-0.22999202680783515,0.8372020270371454,140.40632123223708,Tech
C,2020-01-11,0.23519402212259488,0.3424578776409021,4793.612869850442,Finance
D,2020-01-11,0.46218854511743823,0.9792433739780269,1060.3578759806576,Finance
E,2020-01-11,-0.25124685648004197,0.8498176287600633,4185.390419003551,Energy
F,2020-01-11,0.0761573344178369,0.9049193013125382,5806.127945543348,Energy
G,2020-01-11,0.09204193127183902,0.5736735114895585,4291.006602659261,Tech
H,2020-01-11,0.07225190579087337,0.2941513523211804,172.2348307915822,Finance
I,2020-01-11,-0.2769183673593817,0.19752500637671,9878.447676074753,Energy
J,2020-01-11,0.452749011516985,0.5278719205461331,9258.042603917458,Tech
A,2020-01-12,-0.052874621382372644,0.6715157252329823,7723.731077370296,Tech
B,2020-01-12,0.34640867247112783,0.7417886351237006,4006.80898855856,Tech
C,2020-01-12,0.1994792753175043,0.17038321256296285,6894.901814229618,Finance
D,2020-01-12,-0.20256304914486634,0.5358879925710621,7097.683764592927,Finance
E,2020-01-12,0.3137978197024772,0.43610982009521804,3402.54641197698,Energy
F,2020-01-12,-0.10349425915301536,0.20822421097781196,396.86513959239613,Energy
G,2020-01-12,0.3811031971111616,0.552962317358824,6223.145170960157,Tech
H,2020-01-12,0.0812728726358587,0.27591372180645746,9480.8374527478,Finance
I,2020-01-12,0.3817353618548528,0.5350545571095502,7477.872898654629,Energy
J,2020-01-12,0.19253159007776588,0.20010934490087728,2279.8738863031544,Tech
A,2020-01-13,0.22525427981964052,0.8999425369158052,5558.103014414209,Tech
B,2020-01-13,0.001324381926702256,0.33810282491959054,3902.1473111914784,Tech
C,2020-01-13,0.4560836347232239,0.610334602657793,5465.005296476357,Finance
D,2020-01-13,0.1439901992296374,0.12193298741989589,7240.594904541099,Finance
E,2020-01-13,-0.07614495144182032,0.6300171925284672,4867.171546095599,Energy
F,2020-01-13,0.10639321412792435,0.27204033929140836,9123.162612058817,Energy
G,2020-01-13,-0.4808068016906665,0.9565315903711672,6921.146879122538,Tech
H,2020-01-13,-0.19842518332545067,0.39415426604133086,3523.1884144511396,Finance
I,2020-01-13,0.16017353749268504,0.607406556711858,6123.338257392731,Energy
J,2020-01-13,-0.20992239278955593,0.21581336566329634,4553.767219453412,Tech
A,2020-01-14,0.11801542899884154,0.8614762028764,7920.308389451477,Tech
B,2020-01-14,-0.07123129905423387,0.8043329181204663,74.49577630151639,Tech
C,2020-01-14,-0.36452593577754977,0.2456353122757715,5855.655117472684,Finance
D,2020-01-14,-0.20171767404396923,0.9110485080061057,234.91401158192926,Finance
E,2020-01-14,0.06996491070126487,0.040155022034127685,9793.343960672806,Energy
F,2020-01-14,0.09087276124817323,0.7525731205167397,5075.32541522545,Energy
G,2020-01-14,0.0743252488495788,0.4578687853426443,2787.995061250137,Tech
H,2020-01-14,0.15320081985713363,0.835459394476964,1106.995141332282,Finance
I,2020-01-14,0.15210327000168888,0.465485967436008,3416.952127779528,Energy
J,2020-01-14,-0.06858156456602604,0.06558209567040296,6340.792221810695,Tech
A,2020-01-15,0.396546595851063,0.22654553229584695,9728.883211260252,Tech
B,2020-01-15,-0.13243812995210347,0.9943748347169384,944.0033852282237,Tech
C,2020-01-15,-0.06413507473437319,0.3341776027693687,2102.3699873390965,Finance
D,2020-01-15,0.3919233550156721,0.16030521702543288,2769.4333478454237,Finance
E,2020-01-15,0.30619398904608575,0.8058308258054888,7660.041259559528,Energy
F,2020-01-15,0.20388858354036632,0.045069827390500805,789.7341024737947,Energy
G,2020-01-15,-0.3997731126876989,0.06640875146876257,8943.973411830519,Tech
H,2020-01-15,0.41948261374467355,0.2975187794543661,2189.86997005574,Finance
I,2020-01-15,0.21424129954911142,0.04740097463539672,7180.2759677294525,Energy
J,2020-01-15,0.4988470065678665,0.9957126838923056,7605.517645166886,Tech
A,2020-01-16,-0.35055169534200625,0.6911288860821325,8930.837091964431,Tech
B,2020-01-16,0.36812605736821424,0.5195864408573572,2075.389189832438,Tech
C,2020-01-16,-0.3375070653236252,0.8051663899562637,7232.676775003638,Finance
D,2020-01-16,0.11555956428384417,0.6624868006119337,3530.7597503219945,Finance
E,2020-01-16,-0.3761800171505585,0.17326495367589456,3882.870970027985,Energy
F,2020-01-16,0.3480082293222344,0.2196337996488893,5083.120568268941,Energy
G,2020-01-16,0.3073189587250107,0.8676942857212915,1311.7372655215543,Tech
H,2020-01-16,0.06910073861459332,0.3369613267738214,3587.2452862265436,Finance
I,2020-01-16,-0.09281670277400034,0.4476403426248784,9404.893510638984,Energy
J,2020-01-16,-0.43083300454486195,0.3911357121233465,1806.2872821572873,Tech
A,2020-01-17,0.19742877314456364,0.05202981200504242,3151.6395203246075,Tech
B,2020-01-17,-0.046457317321931146,0.7045737172836195,8072.783417082806,Tech
C,2020-01-17,0.22205559947034792,0.5400740807862157,2499.7869257854354,Finance
D,2020-01-17,0.3663823259286292,0.6761400818139303,1647.9042291106948,Finance
E,2020-01-17,0.4755215050028858,0.27823138966714334,1905.144905439351,Energy
F,2020-01-17,0.355803342392611,0.4069139083269768,9856.764147755284,Energy
G,2020-01-17,-0.48828591581499803,0.19264976227164798,4133.076100840487,Tech
H,2020-01-17,-0.1400219355216361,0.41968263143719775,3959.673292624606,Finance
I,2020-01-17,0.22999056242405802,0.6534914117970338,7570.180166999549,Energy
J,2020-01-17,-0.3283703227385595,0.944689043192468,627.3967673265379,Tech
A,2020-01-18,0.021036606204129282,0.6634571998860077,1695.3784957962791,Tech
B,2020-01-18,-0.44566201166074637,0.5251597299929988,7198.80101573746,Tech
C,2020-01-18,-0.3000034751035999,0.4163672224981614,3196.512669387145,Finance
D,2020-01-18,-0.48147820553938603,0.10554968426098033,7016.783105821579,Finance
E,2020-01-18,0.2936977033574206,0.4770742969319903,228.6034397999137,Energy
F,2020-01-18,-0.27607531193961987,0.15510809316064378,5903.596187513714,Energy
G,2020-01-18,-0.1546483193030973,0.5821871830790901,5442.45748733179,Tech
H,2020-01-18,0.4280812934655909,0.7302470776105839,1448.563753287675,Finance
I,2020-01-18,0.20441440192353277,0.9464956116881924,1187.358627430375,Energy
J,2020-01-18,-0.46816107046869215,0.2968528676879666,9281.541983036383,Tech
A,2020-01-19,-0.33530584350208725,0.396905538757533,5050.169383291315,Tech
B,2020-01-19,0.12147840149976352,0.18295193952533229,499.0052927536981,Tech
C,2020-01-19,0.07722858860416759,0.8779405098804326,1485.5783939243427,Finance
D,2020-01-19,-0.2621071786254914,0.8240772244494228,6725.528206034685,Finance
E,2020-01-19,0.43421399792479376,0.7749598946732359,4767.644427890656,Energy
F,2020-01-19,0.11396595596589598,0.057290038549901334,5976.627863227764,Energy
G,2020-01-19,0.035632803024958304,0.5567194419749216,4582.750842102168,Tech
H,2020-01-19,0.08990997635457099,0.23501356203546908,9255.14972525134,Finance
I,2020-01-19,0.23012202951676963,0.11968519672230693,8252.487276907972,Energy
J,2020-01-19,-0.18805500452039814,0.7816131001833894,9801.44498972855,Tech
A,2020-01-20,-0.10177893778390812,0.21158137510768193,9392.329417135517,Tech
B,2020-01-20,-0.29015625102487785,0.5008116982476696,7286.978986682412,Tech
C,2020-01-20,-0.31380699411966384,0.5260963484005408,525.304210213815,Finance
D,2020-01-20,0.4443723899839336,0.21328200403897157,9991.017766569732,Finance
E,2020-01-20,0.23955079504928756,0.49226116632238226,4733.186956586549,Energy
F,2020-01-20,-0.009541191382432923,0.052819897599996946,609.9703563643344,Energy
G,2020-01-20,-0.27258537202667676,7.2449638492178e-05,9914.233105026427,Tech
H,2020-01-20,-0.24564351822960706,0.8803219316643702,5703.767176214433,Finance
I,2020-01-20,-0.4419708396761244,0.4155887020861522,4590.040227489703,Energy
J,2020-01-20,-0.06558337444187923,0.9074197989533556,197.8943083306328,Tech
A,2020-01-21,-0.18820411800589743,0.49630735972825957,4284.011694565087,Tech
B,2020-01-21,0.1963434888154595,0.4311082945881648,1832.707471881192,Tech
C,2020-01-21,-0.1222481607075191,0.29591214065860727,7189.489921540744,Finance
D,2020-01-21,-0.3203963224403652,0.08168893759303875,78.66902523575692,Finance
E,2020-01-21,-0.47532127160866877,0.30969464926452184,5330.356805066168,Energy
F,2020-01-21,-0.4327503685367514,0.6084702651738416,437.1621836509809,Energy
G,2020-01-21,0.1793927734985673,0.7627863472229892,7148.2999590227355,Tech
H,2020-01-21,-0.04630315544395469,0.5408255176538437,9530.194928093333,Finance
I,2020-01-21,0.0365792111087222,0.7582558436964189,433.2054824784537,Energy
J,2020-01-21,0.3966712930403421,0.15775159165898744,1030.8416116684061,Tech
A,2020-01-22,0.49033894739670436,0.5832399316791738,5155.929737435347,Tech
B,2020-01-22,-0.28310301560152606,0.8826032270257104,9824.621044111833,Tech
C,2020-01-22,0.1630782031001008,0.21796020764080337,4114.567308107999,Finance
D,2020-01-22,-0.23667762326284936,0.2276689383929903,6155.7295455426565,Finance
E,2020-01-22,-0.4793490005342713,0.7484325130680506,7616.5333032003755,Energy
F,2020-01-22,0.25837865383614145,0.8120567848487955,9279.200892164283,Energy
G,2020-01-22,-0.17998284917753216,0.24804632969409923,1770.1665109231847,Tech
H,2020-01-22,-0.11653610582810203,0.3315698041877778,9114.260153205236,Finance
I,2020-01-22,0.08831711355360572,0.6317694004506118,6264.242471491316,Energy
J,2020-01-22,0.3310484552361904,0.3984317131891898,8056.069161573313,Tech
A,2020-01-23,0.12898184359114873,0.6240109701292529,2955.5522243611676,Tech
B,2020-01-23,0.3726506554473953,0.4964300320967251,5001.009596293442,Tech
C,2020-01-23,-0.22645796518436423,0.773651309078725,2089.5919013419807,Finance
D,2020-01-23,0.2980468339125637,0.8458886469133242,8546.041335567958,Finance
E,2020-01-23,-0.3143640556940478,0.8638272093051601,2045.7909251008255,Energy
F,2020-01-23,0.45279165697194457,0.6115250777298431,5483.267785773366,Energy
G,2020-01-23,0.1874882763878153,0.6125841045192504,4179.132133723798,Tech
H,2020-01-23,-0.28449232288644155,0.4496468988194058,495.8951320552152,Finance
I,2020-01-23,0.44737059048892425,0.02761404496330544,4121.476492229073,Energy
J,2020-01-23,0.23085580677015782,0.29918021946326245,7843.9741932605975,Tech
A,2020-01-24,-0.24605835740497417,0.0636977185007408,5289.325210024439,Tech
B,2020-01-24,-0.286688022632518,0.4377852488597531,3047.9689065884118,Tech
C,2020-01-24,0.018200713930663248,0.8494852489826142,4454.133154310442,Finance
D,2020-01-24,-0.4743372819454684,0.5968020177048212,7742.655997733134,Finance
E,2020-01-24,-0.2925299245588906,0.675532598269557,6681.5375978398315,Energy
F,2020-01-24,-0.07531453124849374,0.18800797177707496,1109.032412241613,Energy
G,2020-01-24,-0.12583001966577445,0.26195314970279426,5312.465781942654,Tech
H,2020-01-24,-0.036424575635189305,0.16313215297289452,1986.952389926171,Finance
I,2020-01-24,-0.2223712937052681,0.8426887622604307,9784.073091128059,Energy
J,2020-01-24,0.08678434645816879,0.28031301298749256,7386.253730248429,Tech
A,2020-01-25,0.3638556059232314,0.5623263097012292,810.0079496575419,Tech
B,2020-01-25,-0.3824681440379669,0.14112861301900848,2482.2925918601004,Tech
C,2020-01-25,0.01737910715411417,0.12398890832731169,781.2567561224593,Finance
D,2020-01-25,-0.3679318936548467,0.34758336321601746,3700.963576587827,Finance
E,2020-01-25,0.2168596811925937,0.3303531580600173,8226.845544893931,Energy
F,2020-01-25,-0.10394029719270625,0.32885323381140785,667.5554834442065,Energy
G,2020-01-25,0.06542131185850897,0.6009327870197562,1653.5719938920313,Tech
H,2020-01-25,-0.3167201637859214,0.31599015604044445,2674.4524368225207,Finance
I,2020-01-25,-0.35515224065662276,0.7687358689747713,6240.803016413002,Energy
J,2020-01-25,-0.011943719351045434,0.09067076824664133,9746.834478583918,Tech
A,2020-01-26,-0.14438726215004438,0.3247858577376286,8227.320656705544,Tech
B,2020-01-26,0.44043194525281304,0.6691931285020627,2009.265169060389,Tech
C,2020-01-26,0.26532525380696526,0.60293211047753,7100.628066747387,Finance
D,2020-01-26,0.2486636198505473,0.11951561836705538,5563.877522380456,Finance
E,2020-01-26,0.40371973974593345,0.4394734931348375,4916.278651973374,Energy
F,2020-01-26,-0.41657756455798145,0.30922146287453667,9083.858070043303,Energy
G,2020-01-26,0.05219246992240656,0.6318704323147726,5881.297559491941,Tech
H,2020-01-26,0.08447606895576887,0.12987027957280362,1372.0967479296887,Finance
I,2020-01-26,0.461936378547229,0.6705659229837077,1649.6779055647837,Energy
J,2020-01-26,-0.20785247320745115,0.46383253126978974,9219.73413885523,Tech
A,2020-01-27,-0.2591712200845532,0.274889987919257,802.0519581616114,Tech
B,2020-01-27,-0.3997060577345022,0.7474439936640761,1379.1411041737967,Tech
C,2020-01-27,-0.4835703704085258,0.1879098553132461,6531.136838100272,Finance
D,2020-01-27,0.42952931679219053,0.1522379385630518,2243.3741140043485,Finance
E,2020-01-27,0.16991654659091004,0.015355936564545813,8260.991034111457,Energy
F,2020-01-27,0.28515291202313775,0.861300356312702,4160.064778713562,Energy
G,2020-01-27,-0.21826989424605092,0.49236554071343774,4823.998127880385,Tech
H,2020-01-27,0.08641016618632669,0.5167156093215455,1286.3815767692354,Finance
I,2020-01-27,-0.4360447338790189,0.11476261670583532,281.63609753353415,Energy
J,2020-01-27,-0.014372404065377098,0.10777613604762737,7592.362322417372,Tech
A,2020-01-28,0.4774951397444468,0.33378340489470293,739.8970375480485,Tech
B,2020-01-28,0.3765052453165908,0.5162306440186114,6401.5902043383485,Tech
C,2020-01-28,-0.16184104816315437,0.7008722190433495,5375.31451344345,Finance
D,2020-01-28,0.4615701545414985,0.4992703565129284,5184.905463875859,Finance
E,2020-01-28,-0.2682983735287955,0.8315584310390406,2996.8502216307434,Energy
F,2020-01-28,0.44931882241568144,0.37739233174698905,7560.2863567109625,Energy
G,2020-01-28,0.4413777047064986,0.028087991954701463,4006.1355138469225,Tech
H,2020-01-28,0.2992025873523917,0.42615227502611275,1512.5457180975566,Finance
I,2020-01-28,0.13044793686679113,0.08500262931736602,560.4314037767222,Energy
J,2020-01-28,0.374287966624947,0.3220544273636916,3425.4799578746497,Tech
A,2020-01-29,-0.2069797154922033,0.9851546831184075,6080.549794500912,Tech
B,2020-01-29,0.3489435553129182,0.8573542571210433,2203.220931915427,Tech
C,2020-01-29,0.11787669191752381,0.23645571315893898,7422.047933730614,Finance
D,2020-01-29,-0.4867631422411005,0.3759624313127088,1087.2581326500797,Finance
E,2020-01-29,-0.15276648206778043,0.43116513094431075,4719.647572483107,Energy
F,2020-01-29,-0.35185913905183497,0.7638683777001858,5367.042533245972,Energy
G,2020-01-29,0.4818293898182532,0.03345712782056509,8210.120962669404,Tech
H,2020-01-29,-0.021629692960011937,0.038622770027903375,1179.4768295781598,Finance
I,2020-01-29,-0.0026086345013373036,0.11711786752871545,16.7499407382099,Energy
J,2020-01-29,0.1394725163987236,0.6283249825850742,5337.097117512868,Tech
A,2020-01-30,-0.13141539387038248,0.4145466172444473,1507.2507218414544,Tech
B,2020-01-30,-0.36309972831440107,0.8489256287623339,5716.933663458366,Tech
C,2020-01-30,0.3221177331942455,0.28405789022783723,329.02805759430385,Finance
D,2020-01-30,-0.31015208809724204,0.4892520298094337,4906.750195610419,Finance
E,2020-01-30,0.011318982546456025,0.7067857215297443,3907.4000582160706,Energy
F,2020-01-30,-0.27568297102526074,0.5452011971650093,1562.4738243717707,Energy
G,2020-01-30,-0.40215551550596595,0.31679997775695934,4678.472413688216,Tech
H,2020-01-30,0.3621915174216833,0.1525427686133508,4771.69408303531,Finance
I,2020-01-30,0.4729194890231303,0.5406034186244121,678.8143433830562,Energy
J,2020-01-30,0.46083465806300017,0.14215650226214827,6769.077928446383,Tech
A,2020-01-31,0.40655549922117895,0.9393044596914456,9136.999730901167,Tech
B,2020-01-31,0.2740473326986388,0.5398906106106404,6134.427335030938,Tech
C,2020-01-31,-0.16685484797135808,0.1749153048569262,6271.912945576285,Finance
D,2020-01-31,-0.41889861001200324,0.7206425469169074,7484.03055339874,Finance
E,2020-01-31,-0.09275882858619267,0.10354719431977222,9360.706086069424,Energy
F,2020-01-31,-0.26776585782905726,0.7716447899740201,9824.770099875554,Energy
G,2020-01-31,-0.367512365242017,0.4572891110790437,4926.848752549474,Tech
H,2020-01-31,-0.44657281821317474,0.13266195551253201,9450.078340440055,Finance
I,2020-01-31,0.22559436421057877,0.037211036308801515,3592.4264062264356,Energy
J,2020-01-31,-0.48857254137496897,0.9933779936899051,7276.448018535098,Tech
A,2020-02-01,0.27058074850277625,0.2743682900876313,9367.956851643143,Tech
B,2020-02-01,-0.35305335459962495,0.9522486220717061,162.3277738115958,Tech
C,2020-02-01,-0.42047791741324425,0.5018363367370507,9205.432422211861,Finance
D,2020-02-01,-0.4103969657613946,0.5030153839254815,8850.501127176502,Finance
E,2020-02-01,0.17204780735391445,0.0910697183721334,2054.858026225105,Energy
F,2020-02-01,-0.25463279014715523,0.950705818837975,4097.135997466686,Energy
G,2020-02-01,-0.07946053331990155,0.7328958645500868,1229.1964328588456,Tech
H,2020-02-01,0.05736879132391692,0.5187278381595511,7471.868070268448,Finance
I,2020-02-01,0.36055117382879376,0.12025713907388602,7774.135601794165,Energy
J,2020-02-01,0.22704426271132827,0.17567656948828547,8809.419204310185,Tech
A,2020-02-02,-0.22967209476128536,0.43216660514178373,4414.519606716867,Tech
B,2020-02-02,-0.3685172007088724,0.36225882073221694,6300.614901694244,Tech
C,2020-02-02,-0.44462567957880206,0.5581380068713327,8436.475202595982,Finance
D,2020-02-02,-0.19840136551905752,0.07634397475720878,933.7831724815804,Finance
E,2020-02-02,-0.23788185076032176,0.04034601931833981,1191.581675877671,Energy
F,2020-02-02,-0.04385943319952035,0.5111030866900542,8177.84653379687,Energy
G,2020-02-02,0.18328133554768045,0.028501380929072284,4419.69473713486,Tech
H,2020-02-02,0.1956254456388572,0.0595519540101761,8028.693878272374,Finance
I,2020-02-02,-0.21648115341783336,0.3763414581904063,1.503810808555217,Energy
J,2020-02-02,-0.12007304409987951,0.06177906973480196,1150.2807960773353,Tech
A,2020-02-03,-0.31884903826309696,0.3854696266163501,3683.432643678146,Tech
B,2020-02-03,0.2885455123065187,0.24175051590943641,3976.5720059567466,Tech
C,2020-02-03,-0.4431519235667597,0.18777029710908766,8337.578807060014,Finance
D,2020-02-03,0.19699724172498734,0.40467983148626285,5097.824983290283,Finance
E,2020-02-03,0.2786953959411034,0.11990390563125708,9179.645340523743,Energy
F,2020-02-03,0.27740756184875315,0.3496393671192708,4246.977056919615,Energy
G,2020-02-03,-0.24057743565464507,0.4348736293666029,669.6385261630334,Tech
H,2020-02-03,-0.12618686206743857,0.8300029469601379,4579.620447204654,Finance
I,2020-02-03,0.08759963519638903,0.9328061824822222,4110.087837148637,Energy
J,2020-02-03,-0.22717809757553298,0.30833843446623255,5494.572519173974,Tech
A,2020-02-04,-0.12914720078211128,0.2926420497404363,6398.291539559244,Tech
B,2020-02-04,-0.30294571981436036,0.5665182742712181,589.0447044226677,Tech
C,2020-02-04,-0.04014411624399261,0.13741442640032386,6175.294326584521,Finance
D,2020-02-04,-0.4553876987458859,0.34971218472805743,1322.736703059394,Finance
E,2020-02-04,0.299795884570618,0.05321637916190736,4318.131838784951,Energy
F,2020-02-04,-0.42304355301336727,0.3790681437821276,8923.301730765344,Energy
G,2020-02-04,0.01883514883152604,0.11415134572311048,1338.3652807049607,Tech
H,2020-02-04,-0.1931899004548039,0.561812911802296,2087.5950660893227,Finance
I,2020-02-04,0.07754294883137547,0.6415937343956617,4230.18763418293,Energy
J,2020-02-04,0.45943334083342513,0.9870915366766958,603.938712493397,Tech
A,2020-02-05,0.14557024445600386,0.19513866225944,2862.766139163948,Tech
B,2020-02-05,-0.4646375642445091,0.2072021488024639,774.6912782586235,Tech
